City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
421,palestine,PS,31.92,35.2,71.6,73,40,5.82,scattered clouds,2020-11-02 02:51:42
422,zolotukhino,RU,52.08,36.38,48.2,87,90,8.95,light rain,2020-11-02 02:51:42
423,makurdi,NG,7.74,8.51,74.93,87,79,2.57,broken clouds,2020-11-02 02:51:42
424,masvingo,ZW,-20.06,30.83,59.61,84,86,3.4,overcast clouds,2020-11-02 02:51:42
425,taltal,CL,-25.4,-70.48,57.52,71,6,5.73,clear sky,2020-11-02 02:50:20
426,chifeng,CN,42.27,118.96,35.31,60,0,19.33,clear sky,2020-11-02 02:51:43
427,poyarkovo,RU,49.6,128.68,24.28,95,100,13.4,overcast clouds,2020-11-02 02:51:43
428,meghraj,IN,23.5,73.5,74.48,24,0,10.89,clear sky,2020-11-02 02:51:43
429,shaowu,CN,27.34,117.48,65.75,71,98,2.66,overcast clouds,2020-11-02 02:51:43
430,northam,GB,51.03,-4.22,61.0,96,100,8.01,overcast clouds,2020-11-02 02:51:43
431,williams lake,CA,52.14,-122.14,41.0,77,75,8.05,broken clouds,2020-11-02 02:51:43
432,carballo,ES,43.21,-8.69,66.99,84,90,5.99,overcast clouds,2020-11-02 02:51:43
433,gouyave,GD,12.16,-61.73,78.8,88,75,6.93,broken clouds,2020-11-02 02:51:43
434,pampa,US,35.54,-100.96,51.8,53,1,12.75,clear sky,2020-11-02 02:51:44
435,molina,CL,-35.12,-71.28,60.8,63,0,2.24,clear sky,2020-11-02 02:51:44
436,xining,CN,36.62,101.77,37.33,65,1,2.1,clear sky,2020-11-02 02:51:44
437,paamiut,GL,61.99,-49.67,25.7,92,38,5.17,scattered clouds,2020-11-02 02:51:44
438,bousso,TD,10.48,16.71,77.49,65,8,3.11,clear sky,2020-11-02 02:51:44
439,marystown,CA,47.17,-55.15,45.0,100,97,15.68,overcast clouds,2020-11-02 02:51:44
440,portland,US,45.52,-122.68,57.2,50,1,9.17,clear sky,2020-11-02 02:48:30
441,shebunino,RU,46.43,141.86,51.73,82,17,5.91,few clouds,2020-11-02 02:51:44
442,bauska,LV,56.41,24.19,44.6,75,90,10.29,overcast clouds,2020-11-02 02:51:44
443,porbandar,IN,21.64,69.61,80.71,32,6,10.51,clear sky,2020-11-02 02:51:45
444,leshan,CN,29.56,103.76,63.28,60,99,2.73,overcast clouds,2020-11-02 02:51:45
445,la rioja,ES,42.25,-2.5,55.99,78,63,5.84,broken clouds,2020-11-02 02:51:45
446,beringovskiy,RU,63.05,179.32,24.49,93,98,3.29,overcast clouds,2020-11-02 02:51:45
447,guerrero negro,MX,27.98,-114.06,69.73,69,0,11.25,clear sky,2020-11-02 02:50:20
448,vardo,NO,70.37,31.11,44.69,81,100,28.16,overcast clouds,2020-11-02 02:51:46
449,balkanabat,TM,39.51,54.37,60.1,43,0,0.96,clear sky,2020-11-02 02:51:46
450,kungurtug,RU,50.6,97.52,27.72,79,50,1.3,scattered clouds,2020-11-02 02:51:46
451,cabedelo,BR,-6.98,-34.83,78.8,83,75,5.82,broken clouds,2020-11-02 02:51:46
452,loa janan,ID,-0.58,117.09,77.45,89,100,1.19,moderate rain,2020-11-02 02:51:46
453,kem,RU,64.96,34.58,35.1,87,100,11.3,overcast clouds,2020-11-02 02:51:46
454,tangzhai,CN,34.43,116.59,67.19,25,17,9.57,few clouds,2020-11-02 02:47:40
455,fairview,US,40.81,-74.0,50.0,66,90,9.17,overcast clouds,2020-11-02 02:51:46
456,manjacaze,MZ,-24.71,33.88,64.72,91,14,1.83,few clouds,2020-11-02 02:51:46
457,onokhoy,RU,51.93,108.07,15.8,72,13,4.47,few clouds,2020-11-02 02:51:47
458,trat,TH,12.5,102.5,84.2,70,40,5.82,scattered clouds,2020-11-02 02:51:47
459,san fernando,PH,15.03,120.69,77.0,94,90,6.93,overcast clouds,2020-11-02 02:51:47
460,yashkul,RU,46.17,45.34,52.21,46,82,8.46,broken clouds,2020-11-02 02:51:47
461,dakar,SN,14.69,-17.44,77.0,65,0,5.82,clear sky,2020-11-02 02:47:07
462,pacific grove,US,36.62,-121.92,59.0,77,1,4.7,clear sky,2020-11-02 02:51:47
463,klyuchi,RU,52.27,79.17,36.39,81,100,5.21,overcast clouds,2020-11-02 02:51:48
464,price,US,39.6,-110.81,44.6,30,1,8.05,clear sky,2020-11-02 02:51:48
465,rio gallegos,AR,-51.62,-69.22,50.0,76,0,3.36,clear sky,2020-11-02 02:51:48
466,umba,RU,66.69,34.34,38.44,86,100,13.2,overcast clouds,2020-11-02 02:51:48
467,bend,US,44.06,-121.32,46.99,45,1,1.36,clear sky,2020-11-02 02:51:48
468,alausi,EC,-2.2,-78.83,43.45,75,77,0.78,broken clouds,2020-11-02 02:51:48
469,mandurah,AU,-32.55,115.7,70.0,64,75,5.82,light rain,2020-11-02 02:51:48
470,ostashkov,RU,57.15,33.11,35.76,88,100,6.33,overcast clouds,2020-11-02 02:51:48
471,oussouye,SN,12.48,-16.55,79.72,81,0,6.26,clear sky,2020-11-02 02:51:49
472,mumford,GH,5.26,-0.76,78.12,89,100,7.61,overcast clouds,2020-11-02 02:51:49
473,nizhneangarsk,RU,55.78,109.55,15.21,75,0,3.42,clear sky,2020-11-02 02:51:49
474,padang,ID,-0.95,100.35,85.35,61,82,4.92,light rain,2020-11-02 02:51:49
475,egvekinot,RU,66.32,-179.17,11.01,87,61,1.21,broken clouds,2020-11-02 02:51:49
476,wainwright,CA,52.84,-110.86,44.6,65,97,8.05,overcast clouds,2020-11-02 02:51:49
477,marang,MY,5.21,103.21,80.6,83,20,4.7,light rain,2020-11-02 02:51:49
478,meulaboh,ID,4.14,96.13,79.97,82,97,3.2,overcast clouds,2020-11-02 02:47:22
479,yellowknife,CA,62.46,-114.35,10.99,85,75,11.41,light snow,2020-11-02 02:51:50
480,otane,NZ,-39.88,176.63,65.57,61,100,7.52,overcast clouds,2020-11-02 02:51:50
481,tezu,IN,27.92,96.17,75.69,66,77,1.88,broken clouds,2020-11-02 02:51:50
482,trail,CA,49.1,-117.7,37.4,65,0,1.12,clear sky,2020-11-02 02:51:50
483,igrim,RU,63.19,64.42,26.56,94,63,7.72,broken clouds,2020-11-02 02:51:50
484,rochester,US,43.15,-77.62,37.0,64,40,12.75,scattered clouds,2020-11-02 02:50:34
485,pancol,PH,10.87,119.42,83.8,74,94,12.8,light rain,2020-11-02 02:51:50
486,port-gentil,GA,-0.72,8.78,78.12,87,100,9.46,overcast clouds,2020-11-02 02:51:50
487,pangnirtung,CA,66.15,-65.71,8.1,83,74,5.17,broken clouds,2020-11-02 02:51:50
488,mecca,SA,21.43,39.83,73.63,73,0,2.8,clear sky,2020-11-02 02:51:51
489,erenhot,CN,43.65,111.98,27.37,68,0,15.93,clear sky,2020-11-02 02:51:51
490,taga,RO,46.95,24.05,35.6,100,90,3.36,overcast clouds,2020-11-02 02:51:51
491,palmer,US,42.16,-72.33,42.8,75,75,11.41,broken clouds,2020-11-02 02:51:51
492,huarmey,PE,-10.07,-78.15,61.11,86,42,6.42,scattered clouds,2020-11-02 02:51:51
493,gweru,ZW,-19.45,29.82,58.44,83,90,5.35,overcast clouds,2020-11-02 02:51:51
494,autun,FR,46.95,4.3,62.01,77,0,3.36,clear sky,2020-11-02 02:51:51
495,razdolinsk,RU,58.42,94.67,31.75,99,100,9.98,overcast clouds,2020-11-02 02:51:51
496,isabela,PH,6.71,121.97,86.0,74,75,9.17,broken clouds,2020-11-02 02:51:52
497,viamao,BR,-30.08,-51.02,62.01,72,0,5.82,clear sky,2020-11-02 02:50:58
498,makubetsu,JP,45.37,141.82,53.6,81,40,10.29,scattered clouds,2020-11-02 02:51:52
499,kysyl-syr,RU,63.9,122.76,4.1,90,18,8.16,few clouds,2020-11-02 02:51:52
500,sabirabad,AZ,40.01,48.48,57.2,100,90,9.17,fog,2020-11-02 02:51:52
501,bagdarin,RU,54.43,113.6,12.51,74,0,4.38,clear sky,2020-11-02 02:51:52
502,zima,RU,53.92,102.04,20.61,87,18,9.91,few clouds,2020-11-02 02:51:52
503,kaeo,NZ,-35.1,173.78,73.99,74,100,8.99,overcast clouds,2020-11-02 02:51:52
504,kiruna,SE,67.86,20.23,37.4,93,100,14.99,overcast clouds,2020-11-02 02:51:53
505,gazojak,TM,41.19,61.4,50.99,38,0,7.52,clear sky,2020-11-02 02:51:53
506,agapovka,RU,53.3,59.13,32.0,97,90,6.71,overcast clouds,2020-11-02 02:51:53
507,nhulunbuy,AU,-12.23,136.77,91.4,49,13,10.29,few clouds,2020-11-02 02:51:53
508,kogon,UZ,39.72,64.55,41.0,38,0,3.8,clear sky,2020-11-02 02:51:53
509,lakatoro,VU,-16.1,167.42,86.0,70,40,11.41,scattered clouds,2020-11-02 02:51:53
510,diourbel,SN,14.66,-16.39,75.7,29,7,3.22,clear sky,2020-11-02 02:51:53
511,magaria,NE,13.0,8.91,73.81,23,89,10.18,overcast clouds,2020-11-02 02:51:53
512,fort-shevchenko,KZ,44.51,50.26,58.08,36,7,7.4,clear sky,2020-11-02 02:51:54
513,sili,CN,28.4,117.17,62.42,85,100,2.57,overcast clouds,2020-11-02 02:51:54
514,aksarka,RU,66.56,67.8,22.42,95,45,9.8,scattered clouds,2020-11-02 02:51:54
515,tessalit,ML,20.2,1.01,71.49,25,67,13.94,broken clouds,2020-11-02 02:51:54
516,pilar do sul,BR,-23.81,-47.72,55.56,89,72,7.65,broken clouds,2020-11-02 02:51:54
517,namibe,AO,-15.2,12.15,69.46,79,10,3.62,clear sky,2020-11-02 02:51:54
518,katsuura,JP,35.13,140.3,71.6,93,75,14.99,broken clouds,2020-11-02 02:46:55
519,staromyshastovskaya,RU,45.34,39.08,57.2,71,40,8.95,scattered clouds,2020-11-02 02:51:54
520,pingdu,CN,36.78,119.95,60.8,48,0,2.24,clear sky,2020-11-02 02:51:55
521,brae,GB,60.4,-1.35,50.0,81,90,32.21,overcast clouds,2020-11-02 02:51:55
522,iranshahr,IR,27.2,60.68,57.2,8,0,6.93,clear sky,2020-11-02 02:51:55
523,gat,IL,31.61,34.76,69.01,82,100,2.53,overcast clouds,2020-11-02 02:48:01
524,ancud,CL,-41.87,-73.82,48.99,87,43,2.24,scattered clouds,2020-11-02 02:51:55
525,mahajanga,MG,-15.72,46.32,77.0,69,40,6.93,scattered clouds,2020-11-02 02:51:55
526,puerto del rosario,ES,28.5,-13.86,69.8,83,20,18.34,few clouds,2020-11-02 02:51:55
527,talara,PE,-4.58,-81.27,63.14,88,100,13.06,overcast clouds,2020-11-02 02:51:55
528,aracruz,BR,-19.82,-40.27,69.8,77,90,16.11,overcast clouds,2020-11-02 02:51:56
529,olafsvik,IS,64.89,-23.71,35.67,92,97,15.3,light rain,2020-11-02 02:51:56
530,takaka,NZ,-40.85,172.8,55.0,88,100,5.99,light rain,2020-11-02 02:50:07
531,pangai,TO,-19.8,-174.35,80.6,78,20,19.46,few clouds,2020-11-02 02:51:56
532,ivanava,BY,52.15,25.54,37.65,94,33,1.83,scattered clouds,2020-11-02 02:51:56
533,halifax,CA,44.65,-63.57,55.99,87,100,24.16,light rain,2020-11-02 02:47:33
534,pizhanka,RU,57.46,48.54,28.0,96,0,3.44,clear sky,2020-11-02 02:51:56
535,bronnoysund,NO,65.46,12.2,50.0,76,88,24.16,moderate rain,2020-11-02 02:51:56
536,lulea,SE,65.58,22.15,44.6,93,100,23.04,light rain,2020-11-02 02:51:56
537,aranos,NA,-24.13,19.12,71.01,37,71,9.86,broken clouds,2020-11-02 02:51:57
538,kallithea,GR,37.95,23.7,59.0,76,20,4.25,few clouds,2020-11-02 02:51:57
539,adiake,CI,5.29,-3.3,80.6,88,20,8.05,few clouds,2020-11-02 02:51:57
540,sembe,CG,1.65,14.58,70.84,95,100,1.59,heavy intensity rain,2020-11-02 02:51:57
541,chara,RU,56.91,118.26,-2.6,83,22,2.46,few clouds,2020-11-02 02:51:57
542,najran,SA,17.49,44.13,55.4,32,0,0.51,clear sky,2020-11-02 02:51:57
543,kaduqli,SD,11.02,29.72,77.88,54,63,4.63,broken clouds,2020-11-02 02:51:58
544,nkan,GA,0.38,9.78,77.0,94,40,5.82,scattered clouds,2020-11-02 02:51:58
545,ponta delgada,PT,37.73,-25.67,62.6,82,20,4.7,few clouds,2020-11-02 02:51:58
546,maragogi,BR,-9.01,-35.22,76.44,85,25,10.31,scattered clouds,2020-11-02 02:51:58
547,los llanos de aridane,ES,28.66,-17.92,71.6,46,0,10.29,clear sky,2020-11-02 02:51:58
548,mayo,US,38.89,-76.51,53.6,46,40,17.22,scattered clouds,2020-11-02 02:51:58
549,korla,CN,41.76,86.15,45.7,53,0,5.48,clear sky,2020-11-02 02:51:58
550,talnakh,RU,69.49,88.4,19.4,92,75,4.47,light snow,2020-11-02 02:51:58
551,puerto colombia,CO,10.99,-74.95,75.2,100,20,2.24,few clouds,2020-11-02 02:51:58
552,aasiaat,GL,68.71,-52.87,21.04,96,100,3.85,overcast clouds,2020-11-02 02:51:58
553,namatanai,PG,-3.67,152.43,84.15,72,63,3.65,broken clouds,2020-11-02 02:51:59
554,gravdal,NO,68.12,13.5,49.26,80,100,25.28,light rain,2020-11-02 02:51:59
555,sosnovo-ozerskoye,RU,52.52,111.54,17.17,82,1,6.69,clear sky,2020-11-02 02:51:59
556,piacabucu,BR,-10.41,-36.43,77.2,83,85,12.08,overcast clouds,2020-11-02 02:51:59
557,kushima,JP,31.46,131.23,66.2,93,75,4.7,mist,2020-11-02 02:51:59
558,qaqortoq,GL,60.72,-46.03,23.0,73,0,4.7,clear sky,2020-11-02 02:52:00
559,balaipungut,ID,1.05,101.28,87.53,62,98,4.16,light rain,2020-11-02 02:52:00
560,berlevag,NO,70.86,29.09,43.14,82,100,36.19,overcast clouds,2020-11-02 02:52:00
561,ahipara,NZ,-35.17,173.17,69.71,75,100,9.22,overcast clouds,2020-11-02 02:52:00
562,barrhead,GB,55.8,-4.39,48.2,93,84,16.11,light rain,2020-11-02 02:52:00
563,masyaf,SY,35.07,36.34,69.8,68,75,3.36,moderate rain,2020-11-02 02:52:01
564,rathdrum,US,47.81,-116.89,44.01,64,1,8.05,clear sky,2020-11-02 02:52:01
565,chernyshevskiy,RU,63.01,112.47,7.72,90,92,10.38,overcast clouds,2020-11-02 02:52:01
